,Unnamed: 0,index,tweet_text,emotion_in_tweet_is_directed_at,label,tweet_text_cln,alt_label,class,pred_label,pred_scores
10,5118,5118,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,Positive emotion,RT Congrats on your iPhone app being featured at,POS,2,POS,0.9600444436073304
11,2575,2575,One lone dude awaits iPad 2 at AppleÛªs SXSW store {link} #Apple #iPad2 #SXSW #tablets,,No emotion toward brand or product,One lone dude awaits iPad 2 at AppleÛªs SXSW store {link},NEU,1,NEU,0.8259239196777344
12,5465,5465,RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple #ipad #retail,,No emotion toward brand or product,RT Apple set to open popup shop in core of SXSW action {link},NEU,1,NEU,0.7695266604423523
13,255,255,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,No emotion toward brand or product,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps {link}",NEU,1,NEU,0.6119837164878845
14,7554,7554,wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,iPad,Positive emotion,wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 won,POS,2,POS,0.9915184378623962
15,8431,8431,Just saw the Google Streetvview car. #sxsw,,No emotion toward brand or product,Just saw the Google Streetvview car.,NEU,1,NEU,0.7479405403137207
16,8622,8622,"OK #Sxsw tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;) #analog",,No emotion toward brand or product,"OK tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;)",NEU,1,POS,0.9395328760147096
17,8433,8433,"Why yes, the google party *does* have glowing cups! #sxsw  {link}",Google,Positive emotion,"Why yes, the google party *does* have glowing cups! {link}",POS,2,POS,0.6327474117279053
18,2891,2891,I'm insanely jealous of everyone with an iPad here at #SXSW. Seems like a great way to interact with the panels. ... next year?? :P,iPad,Positive emotion,I'm insanely jealous of everyone with an iPad here at Seems like a great way to interact with the panels. ... next year?? :P,POS,2,POS,0.7340101003646851
19,8016,8016,#SXSW #fmsignal Marissa Mayer from #Google announces Check ins in interview with John Battelle. {link},,No emotion toward brand or product,Marissa Mayer from announces Check ins in interview with John Battelle. {link},NEU,1,NEU,0.969414472579956
20,6088,6088,RT @mention If anyone lost an iPhone in the back of a cab in downtown Austin around 10.30-11p tonight please hit me up #sxsw,,No emotion toward brand or product,RT If anyone lost an iPhone in the back of a cab in downtown Austin around 10.30-11p tonight please hit me up,NEU,1,NEU,0.6606231927871704
21,1987,1987,"Computer and Droid here RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat",,No emotion toward brand or product,"Computer and Droid here RT My confession, using laptop, iPad and blackberry to follow from afar to see",NEU,1,NEU,0.7909252643585205
22,6356,6356,RT @mention New blog: Watch this @mention #sxsw {link},,No emotion toward brand or product,RT New blog: Watch this {link},NEU,1,NEU,0.973803460597992
23,5994,5994,"RT @mention Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out! #justsaying",iPad,Positive emotion,"RT Hey why not roll a tractor trailer or 2, full of iPads into I bet you would sell the entire inventory out!",POS,2,NEU,0.5833373069763184
24,1401,1401,Ning &amp; Mobile Roadie are thrilled to offer the Unofficial #SXSW Insider's Guide for iPhone. Have fun in Austin! {link},iPhone,Positive emotion,Ning &amp; Mobile Roadie are thrilled to offer the Unofficial Insider's Guide for iPhone. Have fun in Austin! {link},POS,2,POS,0.9860966801643372
25,8372,8372,Very excited about this. Marissa Mayer of Google. #SXSW #sxtxstate  {link},Google,Positive emotion,Very excited about this. Marissa Mayer of Google. {link},POS,2,POS,0.9896389245986938
26,2831,2831,Just passed pop-up Apple store at 6th. 5 blocks later?  Naked bicycle guy. Keep Austin weird. #atx #sxsw,,No emotion toward brand or product,Just passed pop-up Apple store at 6th. 5 blocks later? Naked bicycle guy. Keep Austin weird.,NEU,1,NEG,0.9639908671379088
27,2920,2920,#Apple opening up a pop up shop in #Austin during #SXSW!? Man they are everywhere!,Apple,Positive emotion,opening up a pop up shop in during Man they are everywhere!,POS,2,NEU,0.8296085000038147
28,5276,5276,RT @mention #sxsw #letshookup @mention &quot;We want to be the Google of nonprofits.&quot;,,No emotion toward brand or product,RT &quot;We want to be the Google of nonprofits.&quot;,NEU,1,NEU,0.5246680974960327
29,8681,8681,"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",,No emotion toward brand or product,"Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT",NEU,1,POS,0.921123206615448
30,5775,5775,RT @mention Get the FREE Coverage:SXSW app! Know where in Austin you'll get the best cellular data connection. #SXSW {link},,No emotion toward brand or product,RT Get the FREE Coverage:SXSW app! Know where in Austin you'll get the best cellular data connection. {link},NEU,1,POS,0.9542017579078674
31,5141,5141,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,,No emotion toward brand or product,RT New iPad Apps For Speech Therapy And Communication Are Showcased At The Conference {link},NEU,1,NEU,0.7436845302581787
32,6293,6293,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW,Google,Positive emotion,RT Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link},POS,2,POS,0.5011172294616699
33,7058,7058,That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,,Positive emotion,That is cool! RT Coolest iPad case ever! It's an etch-a-sketch {link} via,POS,2,POS,0.9915685057640076
34,5481,5481,"RT @mention Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW",,No emotion toward brand or product,"RT Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link}",NEU,1,NEU,0.894902765750885
35,6594,6594,RT @mention RT @mention news Google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,,No emotion toward brand or product,RT RT news Google may launch &quot;social circles&quot; social network today {link},NEU,1,NEU,0.7305552959442139
36,721,721,ÛÏ@mention is walking around #SXSW while staring down at my iPhone 4... Just like everyone else.Û // ummmm...ditto that,iPhone,No emotion toward brand or product,ÛÏ@mention is walking around while staring down at my iPhone 4... Just like everyone else.Û // ummmm...ditto that,NEU,1,NEU,0.7182554602622986
37,1805,1805,"#sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",,Positive emotion,"Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",POS,2,NEU,0.8855908513069153
38,1553,1553,"@mention @mention @mention Thanks for making great products!

Great for making #SXSW party podcasts {link}",,No emotion toward brand or product,Thanks for making great products! Great for making party podcasts {link},NEU,1,POS,0.9923816323280334
39,8774,8774,"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice. #stunned #SXSW",,No emotion toward brand or product,"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice.",NEU,1,NEU,0.7180752754211426
40,3259,3259,really digging austin -- especially the east side. stopped by @mention for an apple the size of my head and some great buzz. #sxsw,,No emotion toward brand or product,really digging austin -- especially the east side. stopped by for an apple the size of my head and some great buzz.,NEU,1,POS,0.9902120232582092
41,3901,3901,Has made it into the press room got the swag and registered for an iPad 2. Hopefully get to meet mike tyson and @mention #sxsw,,No emotion toward brand or product,Has made it into the press room got the swag and registered for an iPad 2. Hopefully get to meet mike tyson and,NEU,1,POS,0.8703590035438538
42,2331,2331,"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention",,No emotion toward brand or product,"Chris Sacca Tweets Out A Fake Beta Invite, Follower Swarm Ensues: ... {link}",NEU,1,NEG,0.750981330871582
43,5262,5262,"RT @mention #sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,Positive emotion,"RT omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things",POS,2,NEU,0.8513208031654358
44,2010,2010,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,iPad or iPhone App,Positive emotion,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to {link},POS,2,NEU,0.5337366461753845
45,8494,8494,"Live tweeting of &quot;Google and Bing Speak on Rankings begins in 10 min. Doubt they'll say anything useful, it may be interesting :) #sxsw",,No emotion toward brand or product,"Live tweeting of &quot;Google and Bing Speak on Rankings begins in 10 min. Doubt they'll say anything useful, it may be interesting :)",NEU,1,POS,0.6488919258117676
46,8670,8670,Google launching social network &quot;google circles&quot; @mention  #sxsw ?????,,No emotion toward brand or product,Google launching social network &quot;google circles&quot; ?????,NEU,1,NEU,0.8855092525482178
47,5724,5724,RT @mention First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,No emotion toward brand or product,RT First stop on the &amp; hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,NEU,1,POS,0.7561274766921997
48,182,182,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,Behind on 100s of emails? Give them all 1 line iPhone composed replies.,POS,2,NEU,0.8437218070030212
49,2372,2372,#Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - {link},,No emotion toward brand or product,Google's latest Social venture Google Circles reportedly won't be launched at today - {link},NEU,1,NEU,0.96095073223114
50,5684,5684,"RT @mention Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper. #tapworthy #sxsw",,No emotion toward brand or product,"RT Don't just create something new on iPad, create comfort. Ex. NYTimes looks like a newspaper.",NEU,1,POS,0.6465914845466614
51,3250,3250,They are geniuses. RT @mention I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW!,iPad,Positive emotion,They are geniuses. RT I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for,POS,2,POS,0.9868374466896056
52,582,582,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ. Super interesting...",Google,Positive emotion,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} Super interesting...",POS,2,POS,0.9027078747749328
53,7155,7155,"Que???? Porque?!?!
#Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #SXSW #socialmedia",,No emotion toward brand or product,"Que???? Porque?!?! to Launch Major New Social Network Called Circles, Possibly Today {link}",NEU,1,NEU,0.9409469366073608
54,4,4,"@sxtxstate great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)",Google,Positive emotion,"great stuff on Fri Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)",POS,2,POS,0.9627286195755004
55,1708,1708,Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad,,No emotion toward brand or product,Official App Û÷SXSW GOÛª {link},NEU,1,NEU,0.9694450497627258
56,8837,8837,I just saw someone filming the #sxsw trade show floor w a teeny hand held steady cam for his iPhone. #jealous,iPhone,Positive emotion,I just saw someone filming the trade show floor w a teeny hand held steady cam for his iPhone.,POS,2,NEU,0.8187242746353149
57,1701,1701,#sxswnui #sxsw #apple defining language of touch with different dialects becoming smaller,,No emotion toward brand or product,defining language of touch with different dialects becoming smaller,NEU,1,NEU,0.963958978652954
58,6095,6095,"RT @mention If you are attending #SXSW, please bring your old mobile phones for the Hope Phones project {link}  @mention",,No emotion toward brand or product,RT If you are attending please bring your old mobile phones for the Hope Phones project {link},NEU,1,NEU,0.6908771395683289
59,2915,2915,#Apple opening a popup shop in downtown Austin for #SXSW  {link},,No emotion toward brand or product,opening a popup shop in downtown Austin for {link},NEU,1,NEU,0.9609165191650392
60,8747,8747,Need to buy an iPad2 while I'm in Austin at #sxsw. Not sure if I'll need to Q up at an Austin Apple store?,iPad,Positive emotion,Need to buy an iPad2 while I'm in Austin at Not sure if I'll need to Q up at an Austin Apple store?,POS,2,NEU,0.7913745045661926
61,2136,2136,I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Apple,Positive emotion,I love that Apple was smart enough to have a popup store. Story (+ map!) {link} tip,POS,2,POS,0.9766711592674256
62,6696,6696,RT @mention Surprise! Apple opened a pop-up store in Austin so that the nerds in town for #SXSW can get new iPads. {link} #cnet,,No emotion toward brand or product,RT Surprise! Apple opened a pop-up store in Austin so that the nerds in town for can get new iPads. {link},NEU,1,POS,0.6149786710739136
63,1943,1943,#virtualwallet #sxsw #paypal we get physical goods cut #apple gets their 30% on software and virtual goods,,No emotion toward brand or product,we get physical goods cut gets their 30% on software and virtual goods,NEU,1,NEU,0.5792034268379211
64,6739,6739,"RT @mention the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",Google,Negative emotion,"RT the future is about networks, not just data. that's why google may not win long term",NEG,0,NEG,0.6881575584411621
65,1791,1791,The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable,iPad,Positive emotion,The iPad 2 Takes Over [VIDEO]: {link} via Mashable,POS,2,POS,0.5901452898979187
66,4332,4332,Lucky! ÛÏ@mention RT @mention Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!Û,iPhone,Positive emotion,Lucky! ÛÏ@mention RT Scored a juice pack at the Double your iPhone battery!Û,POS,2,POS,0.989738404750824
67,7119,7119,"packing for #sxsw = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron? #in",,No emotion toward brand or product,"packing for = iPad, iPhone, BlackBerry, laptop, and video camera. Need a stylish belt-clip-gadget-holster. Or is that an oxymoron?",NEU,1,POS,0.8460181355476379
68,915,915,.@mention needs the help of a badass android developer right now for a debugging emergency. Know anyone? @mention him. #SXSW,,No emotion toward brand or product,.@mention needs the help of a badass android developer right now for a debugging emergency. Know anyone? him.,NEU,1,POS,0.9657118916511536
69,4049,4049,Took until the 8th row on the plane to spot an iPad! I thought we were going to #SXSW? #elonsxsw,,No emotion toward brand or product,Took until the 8th row on the plane to spot an iPad! I thought we were going to,NEU,1,NEU,0.5921195149421692
70,8629,8629,"Wow, The Twitter. Can look it up on The Google :). RT @mention In honor of @mention How is everyone on The Twitter doing? #SXSW",,No emotion toward brand or product,"Wow, The Twitter. Can look it up on The Google :). RT In honor of How is everyone on The Twitter doing?",NEU,1,POS,0.9038745760917664
71,8336,8336,"&quot;Mistakes I Made Building Netflix for the iPhone&quot; incredible detail, code wankery, needs to give away hard copy. #sxsw #netflixiphone",,No emotion toward brand or product,"&quot;Mistakes I Made Building Netflix for the iPhone&quot; incredible detail, code wankery, needs to give away hard copy.",NEU,1,NEG,0.8660195469856262
72,6505,6505,RT @mention RT @mention Apple alignd 2 big tech events ths days. 1st CES &amp; GDC now #SXSW (with popup shop &amp; iPad2) {link},,No emotion toward brand or product,RT RT Apple alignd 2 big tech events ths days. 1st CES &amp; GDC now (with popup shop &amp; iPad2) {link},NEU,1,POS,0.6602753400802612
73,5986,5986,"RT @mention Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",,No emotion toward brand or product,"RT Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link}",NEU,1,POS,0.8222599625587463
74,31,31,You must have this app for your iPad if you are going to #SXSW http://itunes.apple.com/us/app/holler-gram/id420666439?mt=8 #hollergram,iPad or iPhone App,Positive emotion,"You must have this app for your iPad if you are going to ,",POS,2,NEU,0.8654926419258118
75,4785,4785,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,+1 RT Love it. &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,POS,2,POS,0.977766752243042
76,3415,3415,Your Mom has an iPad - designing for Boomers #yourmom #sxsw (@mention Austin Convention Center w/ 779 others) {link},,No emotion toward brand or product,Your Mom has an iPad - designing for Boomers (@mention Austin Convention Center w/ 779 others) {link},NEU,1,NEU,0.9473147988319396
77,7226,7226,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,Negative emotion,"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that",NEG,0,NEU,0.8896034359931946
78,804,804,"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw",,No emotion toward brand or product,"Google to Launch Major New Social Network Called Circles, Possibly Today by {link} via",NEU,1,NEU,0.7502912282943726
79,4663,4663,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",Apple,Positive emotion,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve",POS,2,NEU,0.770041286945343
80,2439,2439,that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. {link} #cnet,,No emotion toward brand or product,that would be me (via Apple's opened a pop-up store in Austin so the nerds can get new iPads. {link},NEU,1,POS,0.7229810357093811
81,1915,1915,2+ hour wait at the makeshift Apple store for iPad 2. #fail #sxsw,Apple,Negative emotion,2+ hour wait at the makeshift Apple store for iPad 2.,NEG,0,NEG,0.5908293128013611
82,8227,8227,Didn't get enough hacking on #startupbus? RSVP for SuperHappyDevHouse on Sunday in Austin at #sxsw. {link},,No emotion toward brand or product,Didn't get enough hacking on RSVP for SuperHappyDevHouse on Sunday in Austin at {link},NEU,1,NEG,0.5524567365646362
83,7830,7830,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive emotion,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer",POS,2,POS,0.959740936756134
84,5971,5971,RT @mention heading to @mention #pvhouse? first 2 snackers to tweet us &amp; find one of our popchicks will #win an iPhone 4 case! #sxsw,,No emotion toward brand or product,RT heading to first 2 snackers to tweet us &amp; find one of our popchicks will an iPhone 4 case!,NEU,1,POS,0.7235927581787109
85,734,734,At #sxsw? Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th.  {link} We'd love to meet!,,No emotion toward brand or product,At Join us for a drink (or 2) tonight at 7pm. Fado Irish Pub on 4th. {link} We'd love to meet!,NEU,1,POS,0.9843873977661132
86,4544,4544,does anyone know if google did talk about #circles at #SXSW ?,,No emotion toward brand or product,does anyone know if google did talk about at ?,NEU,1,NEU,0.95770663022995
87,4742,4742,Ten percent of the crowd at &quot;Designing iPad Interfaces&quot; already have the ipad2. #SXSW,,No emotion toward brand or product,Ten percent of the crowd at &quot;Designing iPad Interfaces&quot; already have the ipad2.,NEU,1,NEU,0.5833163857460022
88,2099,2099,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},iPad or iPhone App,Positive emotion,Such a smart idea RT w00t! wrote about our iPad app for {link},POS,2,POS,0.986649215221405
89,3067,3067,A Group Messaging Roundup To Help You Stay In Touch At SXSW {link} #Android #FastSociety #iPhone #SMS #SXSW,,No emotion toward brand or product,A Group Messaging Roundup To Help You Stay In Touch At SXSW {link},NEU,1,NEU,0.6798878312110901
90,2770,2770,"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple WinsåÊ#SXSW {link} via @mention",Apple,Positive emotion,"Oh, you are ridiculous: Before It Even Begins, Apple WinsåÊ#SXSW {link} via",POS,2,NEU,0.4642274677753448
91,6633,6633,RT @mention RT: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,RT RT: It's not a rumor: Apple is opening up a temporary store in downtown Austin for and the iPad 2 launch {link},POS,2,NEU,0.9244568347930908
92,885,885,"Bummed to miss #SXSW this year, but we're all quarantined with the same kiddie cold, and I have GarageBand on my iPad to comfort me. #fb",iPad,Positive emotion,"Bummed to miss this year, but we're all quarantined with the same kiddie cold, and I have GarageBand on my iPad to comfort me.",POS,2,NEG,0.7193434238433838
93,4964,4964,#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,Google,Positive emotion,Saving Drivers Time and Fuel {link},POS,2,POS,0.8951408863067627
94,4061,4061,"At Josh Clark's #sxsw session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device. #tapworthy #webvisions",iPad,Positive emotion,"At Josh Clark's session on iPad/tablet development. First note, iPad more of a leisure/planning/restful device.",POS,2,POS,0.9043982028961182
95,2275,2275,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,iPhone,Negative emotion,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey ... jump on that.,NEG,0,NEG,0.8009435534477234
96,3050,3050,SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,,No emotion toward brand or product,SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night.,NEU,1,NEU,0.6970707774162292
97,4311,4311,Rocking @mention for notes at #sxsw. Working out awesome on MBP or iPhone app. And they sync transparently.,iPad or iPhone App,Positive emotion,Rocking for notes at Working out awesome on MBP or iPhone app. And they sync transparently.,POS,2,POS,0.98930686712265
98,5812,5812,RT @mention Google Circles will be ______    #sxsw,,No emotion toward brand or product,RT Google Circles will be ______,NEU,1,NEU,0.949106752872467
99,5090,5090,RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},,No emotion toward brand or product,RT &amp; having fun at [pic] {link},NEU,1,POS,0.9781838059425354
100,5003,5003,Lack of collaboration &amp; opportunism RT @mention Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,,No emotion toward brand or product,Lack of collaboration &amp; opportunism RT Why has latin America not produced the next or ?,NEU,1,NEG,0.7809702157974243
101,8581,8581,"Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",,No emotion toward brand or product,"Google Hotpot activity map for this week in Austin, TX before {link}",NEU,1,NEU,0.8815882802009583
102,2881,2881,&quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki #enchantment #sxsw,Apple,Positive emotion,&quot;I believe in God because there is no other explanation for Apple's continued existence.&quot; Guy Kawasaki,POS,2,POS,0.8864343762397766
103,8114,8114,#touchingstories giving us the background to STARTING. Great to hear after yesterday's presos on #uncertainty #iPad and/or #tablet #SXSW,,Positive emotion,giving us the background to STARTING. Great to hear after yesterday's presos on and/or,POS,2,POS,0.9331298470497132
104,2708,2708,Has anyone read or heard anything about Google Circles? #sxsw,,No emotion toward brand or product,Has anyone read or heard anything about Google Circles?,NEU,1,NEU,0.87842857837677
105,8534,8534,Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,,No emotion toward brand or product,Congrats to for winning the Ipad 2 raffled at the Check your inbox for details!,NEU,1,POS,0.9841843843460084
106,3046,3046,#ux  #uxdes talk is really about an exploration of the wild wild west of #iPad design. #sxsw,,No emotion toward brand or product,talk is really about an exploration of the wild wild west of design.,NEU,1,NEU,0.8759069442749023
107,6902,6902,RT @mention We're not launching any products at #SXSW but we're doing plenty else. {link} #googlecircle,,No emotion toward brand or product,RT We're not launching any products at but we're doing plenty else. {link},NEU,1,NEU,0.9444960951805116
108,7026,7026,Awesome conversations and networking while on line at #SXSW Apple Store.,Apple,Positive emotion,Awesome conversations and networking while on line at Apple Store.,POS,2,POS,0.9901270866394044
109,905,905,Day 1 and my charger kicked the bucket. Where the heck is the Apple store that's within walking distance? #sxsw,Apple,Negative emotion,Day 1 and my charger kicked the bucket. Where the heck is the Apple store that's within walking distance?,NEG,0,NEG,0.9784979224205016
110,7990,7990,Apple to sell iPads in &quot;pop-up&quot; Apple store at #SXSW {link},,Positive emotion,Apple to sell iPads in &quot;pop-up&quot; Apple store at {link},POS,2,NEU,0.8590406775474548
111,452,452,ÛÏ@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},,No emotion toward brand or product,ÛÏ@mention Download 20+ FREE tracks from the Music Sampler available on the store today! {link},NEU,1,NEU,0.8551438450813293
112,7014,7014,Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link},,No emotion toward brand or product,Just got one! RT Waiting in line at an Apple Store? Check in and you just might find a new item :) {link},NEU,1,POS,0.915260136127472
113,8269,8269,"First, get Papa Sangre on the iPhone. Their panel was amazing and the game is totally awesome. #sxsw #sxswi",iPad or iPhone App,Positive emotion,"First, get Papa Sangre on the iPhone. Their panel was amazing and the game is totally awesome.",POS,2,POS,0.9889798164367676
114,3561,3561,Crowley: i really want a new iPad. Just haven't had time to get over there. #checkins #SXSW #KetchSX,iPad,Positive emotion,Crowley: i really want a new iPad. Just haven't had time to get over there.,POS,2,NEU,0.804053783416748
115,6156,6156,RT @mention iPad DJ @mention on the decks @mention for @mention KILLING!! #sxsw,,No emotion toward brand or product,RT iPad DJ on the decks for KILLING!!,NEU,1,POS,0.9902591705322266
